text,ground truth,CER,posterior probability,mean sequence probability,min sequence probability,mean sequence entropy,mean sequence probablity with latex check,probability variance,low confidence ratio,combined score
deg\{\tilde{p}_{ii}(z)\}>deg\{\tilde{p}_{ji}(z)\},deg\{\tilde{p}_{ii}(z)\}>deg\{\tilde{p}_{ji}(z)\},0.0,0.93964684009552,0.9522113800048828,0.37818410992622375,0.15689801415387777,0.9522113800048828,0.016077915206551552,0.027027027681469917,0.31271994080410803
xb=(x_{1}\dot{\mathbf{k}}+y_{1}\dot{\mathbf{j}}+z_{1}\mathbf{k})(x_{2}\dot{\mathbf{1}}+y_{2}\dot{\mathbf{j}}+z_{2}\mathbf{k}),\mathbf{ab}=(x_1\mathbf{i}+y_1\mathbf{j}+z_1\mathbf{k})(x_2\mathbf{i}+y_2\mathbf{j}+z_2\mathbf{k}),0.5357142857142857,0.9208463430404663,0.9345541000366211,0.42457619309425354,0.2568565802637669,0.9345541000366211,0.019183294847607613,0.025316456332802773,0.2660157166425811
\overline{K}\subset\overline{R}\subset\underline{L},\overline{\mathbf{K}}\subset\overline{\mathbf{R}}\subset\overline{\mathbf{L}}.,0.4583333333333333,0.8605119585990906,0.8811262249946594,0.4488990306854248,0.45585388033971697,0.8811262249946594,0.030319085344672203,0.0625,0.15760893786197697
d\alpha=2\omega_21_1\omega_23,d\alpha=2\omega_{21\wedge}\omega_{23},0.29411764705882354,0.832188069820404,0.8591558933258057,0.36422714591026306,0.28067067151632963,0.8591558933258057,0.037521760910749435,0.0625,0.21889408872379043
S=[\bigcup_{\alpha\inA}P_{\alpha}]\cupM^*,S=[\bigcup_{\alpha\in\Lambda}P_\alpha]\cupM^*,0.16666666666666666,0.9178175926208496,0.9293899536132812,0.5174683332443237,0.22854687749478705,0.9293899536132812,0.017534460872411728,0.0,0.28033723044739767
d\sigma\prime= \sin\theta\primed\theta\primed\phi\prime,d\sigma\prime= \sin\theta\primed\theta\primed\phi\prime,0.0,0.9641745090484619,0.9691013693809509,0.6301558613777161,0.10779498844957387,0.9691013693809509,0.007960428483784199,0.0,0.3445225523725508
\Sigma\frac{u(a_k)}{f\prime(x_k)}=a_{1},\Sigma\frac{\psi(x_k)}{f\prime(x_k)}=\alpha_1,0.21739130434782608,0.863038957118988,0.8830577731132507,0.450711190700531,0.3513908769251429,0.8830577731132507,0.03000258468091488,0.03703703731298447,0.20525935101264625
+\frac{\pi}{v^{\Delta}}(3xycos\alpha\prime(-x^{2}+2y^{2}-z^{2}) \cos\beta\prime+3yxcos,+\frac{x}{r^5}(3xy \cos\alpha\prime+(-x^2+2y^2-z^2) \cos\beta\prime+3yz \cos,0.3,0.947275698184967,0.9547646641731262,0.4699440598487854,0.17651720133153503,0.9547646641731262,0.01100549753755331,0.017543859779834747,0.3077902131806695
\os4\alpha=cos^{4}\alpha-6 \cos^{2}\alpha \sin^{2}\alpha+sin^{4}\alpha,\cos4\alpha= \cos^4\alpha-6 \cos^2\alpha \sin^2\alpha+ \sin^4\alpha,0.2894736842105263,0.9155701994895935,0.9289757609367371,0.38536587357521057,0.31917433296771575,0.9289757609367371,0.018186720088124275,0.02222222276031971,0.23947612663554463
"=\sum_{ki,j+k}\frac{1}{h}(W(t+h,x^{4}(t+h;t,x))-W(t+h,x(t+h;t,t,x)))+","=\overline{\lim}_{h\rightarrow0^+}\frac{1}{h}\{W(t+h,x^*(t+h;t,x))-W(t+h,x(t+h;t,x))\}+",0.2903225806451613,0.848340630531311,0.8841639757156372,0.2803850471973419,0.4180865866365906,0.8841639757156372,0.04125484451651573,0.09375,0.1676809556316186
P_{2-Paar},P_2-Paar,0.25,0.918073832988739,0.9319409132003784,0.4982103407382965,0.24355801607369662,0.9319409132003784,0.020214762538671494,0.0833333358168602,0.2586864916873007
"\langle0,1\rangle\lex\le\langle1,1\rangle","\langle0,1\rangle\lex\le\langle1,1\rangle",0.0,0.8830130696296692,0.9184470176696777,0.31315863132476807,0.25775540704689137,0.9184470176696777,0.042666900902986526,0.06666667014360428,0.25094331022039373
x=[\begin{array}{cc}{1}&0\\0&1&1\end{array}],X=[\begin{array}{ccc}1&0&0\\0&0&1\\0&-1&1\end{array}],0.41379310344827586,0.8091369271278381,0.840903103351593,0.3185240626335144,0.5903380374144641,0.840903103351593,0.04259711131453514,0.08695652335882187,0.08283472170308719
"Q_{M}=[q_{00}^{T},q_{10}^{T},\dotsq_{M0}^{T},q_{01}^{T},\dots,q_{0k}^{T},\dots,q_{1},\dots,q_{M}^{T}]T","Q_{hk}=[q_{00}^T,q_{10}^T,\dots,q_{h0}^T,q_{01}^T,\dots,q_{0k}^T,\dots,q_{11}^T,\dots,q_{hk}^T]T",0.2625,0.9340280890464783,0.9432569146156311,0.41613200306892395,0.21449873761602237,0.9432569146156311,0.013086676597595215,0.022727273404598236,0.28695781611892385
"\frac{1}{1}=\frac{10,0}{10-0}\frac{0}{10-0}\frac{0}{10-0}\frac{0}{0}\frac{0}{0}\frac{0}{0-0}\frac{0}{0}\frac{0}{0}-\frac{0}{0}\frac{0}{0}-\frac{0}{0}\frac{0}{0}-\frac{0}{0}\frac{0}{0}-1",\mathbf{V}^{(2)}=\operatorname{Im}[\begin{array}{cccc}0&0&0&1\\1&0&0&0\\0&0&1&0\\0&0&0&-1\\0&1&0&0\\0&0&-1&0\end{array}],1.3066666666666666,0.6002330780029297,0.6756396889686584,0.04357253760099411,1.8940331891087778,0.6756396889686584,0.06954546272754669,0.25984251499176025,-0.5393259030543999
z^{*}(z_1-l(x_1))\ge\alpha\gez^{*}(z_2-l(x_2)),z^*(z_1-l(x_1))\ge\alpha\gez^*(z_2-l(x_2)),0.12121212121212122,0.9384835362434387,0.9528810381889343,0.2900276184082031,0.08317111393781987,0.9528810381889343,0.015919383615255356,0.025641025975346565,0.34275576450537654
w.e_{1}=\int\int\sqrt{\nabla}(v.dp).e_{i}-\int\int(divve_{i}).dp,\mathbf{W}.\mathbf{c_1}=\iint\nabla(\mathbf{v}.d\mathbf{p}).\mathbf{c_1}-\iint(div\mathbf{v}\mathbf{c_1}).d\mathbf{p},0.6129032258064516,0.8775988221168518,0.8991335034370422,0.281780868768692,0.28392010389544947,0.8991335034370422,0.028182921931147575,0.02222222276031971,0.2416409152645732
"y_v=b^{2}-\frac{b^{2}\xi^{2}}{a^{2}},","y_v=b^2-\frac{b^2\xi^2}{a^2},",0.34782608695652173,0.9414237141609192,0.9537511467933655,0.3917768895626068,0.11539639331926027,0.9537511467933655,0.015832554548978806,0.03030303120613098,0.3292812951484159
x_1=y_0. \cosx,x_1=y_0\cdot \cos\alpha,0.15384615384615385,0.8285175561904907,0.8587842583656311,0.4161756932735443,0.657171766855209,0.8587842583656311,0.04322373494505882,0.13333334028720856,0.0539783285467272
\frac{1}{2}m(v\prime^2-v^2)=h\nu_{rad},\frac{1}{2}m(v\prime^{2}-v^{2})=h\nu_{rad},0.12903225806451613,0.9627402424812317,0.9658637046813965,0.6887283325195312,0.16234792347186708,0.9658637046813965,0.005346592981368303,0.0,0.3214063124838118
y=\sqrt{\frac{1}{n}}=\pmb,y=\sqrt{\frac{1}{n}}=\pmb,0.0,0.9651857018470764,0.967859148979187,0.7805137634277344,0.13699385254262275,0.967859148979187,0.0048995716497302055,0.0,0.33234611857462576
"\frac{dp}{d\phi}=a^{2},","\frac{dp}{d\rho}=a^2,",0.21428571428571427,0.9833930134773254,0.9842079877853394,0.8408573865890503,0.0693295206231394,0.9842079877853394,0.0015632048016414046,0.0,0.36595138686488
\frac{8in}{8in}\frac{(xa+x^{\prime})}{ \sin}=0.6882=p;,\frac{ \sin(za+\alpha\prime)}{ \sinza}=0.6882=p;,0.5,0.8297087550163269,0.8608514666557312,0.24134187400341034,0.6638770985355852,0.8608514666557312,0.03955269977450371,0.0714285746216774,0.06450403232372295
"V^*(x):=infV(\pi,x),x\inX,","V^*(x):=\inf_{\pi}V(\pi,x),x\inX,",0.24,0.9746291041374207,0.9789872169494629,0.6000826358795166,0.06855079093358923,0.9789872169494629,0.006632917560636997,0.0,0.3641745704063495
"\hat{S}_n=\prod_{i=1}^n\hat{b}_i(X_1,X_2,\dots,X_i-1)X_i.","hat{S}_n=\prod_{i=1}^{n}\hat{\underline{b}}_i(\underline{X}_1,\underline{X}_2,\dots,\underline{X}_{i-1})\underline{X}_i",0.36507936507936506,0.9212679862976074,0.932081401348114,0.38470104336738586,0.2395948994469526,0.932081401348114,0.014927887357771397,0.02222222276031971,0.2725501562084006
x\cdot1=1\star(1\starx),x\cdot1=1\star(1\starx),0.0,0.9494407773017883,0.9546573758125305,0.665000319480896,0.1591326296184296,0.9546573758125305,0.008985658176243305,0.0,0.31820989847764036
"W_{\Pi}=\frac{1}{32}3,14\cdot0.07^3(20-14)=2,02.10^{-4}m^{3}","W_{II}=\frac{1}{32}3,14.0,07^{3}(20-14)=2,02.10^{-4}m^{3}",0.11320754716981132,0.9398473501205444,0.9513856768608093,0.4835343360900879,0.15512807619566396,0.9513856768608093,0.016427524387836456,0.01923076994717121,0.3146568862766239
"\tilde{J}_{x}^{r+1}E\frac{[x_{r+1}(X,Y)]^{-1}}{J}_{x}^{1}(B,\tilde{J}_{x}^{r}E)","\tilde{J}_x^{r+1}E \xrightarrow{[\kappa_{r+1}(X,Y)]^{-1}}J_x^1(B,\tilde{J}_x^rE)",0.390625,0.9302522540092468,0.9454134702682495,0.2627902328968048,0.20021350919992684,0.9454134702682495,0.0178733728826046,0.02985074557363987,0.2921098353126011
"i_1=1,\dots,k","i_1=1,\dots,k",0.0,0.9522953629493713,0.9570000767707825,0.699069619178772,0.10948652215126176,0.9570000767707825,0.008432094007730484,0.0,0.33900542184780835
"\int_{0}^{\sigma}E(c)dt\leC([(w_{i},w)_{\partial{\partial}}]|+\gamma^{2}|(\nablaw_{i},\nabla\omega)_{\partial}(T)|+|(bw,w)_{\partial}|","\int_0^TE(t)dt\leC(|(w_t,w)_\Omega|_0^T]|+\gamma^2|(\nablaw_t,\nablaw)_\Omega|_0^T|+|(bw,w)_\Omega|_0^T|",0.4927536231884058,0.8394532799720764,0.8665838241577148,0.31546637415885925,0.49258858756957125,0.8665838241577148,0.034489795565605164,0.07692307978868484,0.1342134786775205
u(s)=-F(s)x(s)+Gv(s).,u(s)=-F(s)x(s)+Gv(s),0.05,0.9864675402641296,0.9878986477851868,0.759106457233429,0.04246233982968059,0.9878986477851868,0.0025119048077613115,0.0,0.3781745231822025
B_{1}=\frac{u_{12}}{A_{15}}-\frac{u_{3}}{A_{12}}=0,B_1\equiv\frac{u_2}{A_{13}}-\frac{u_3}{A_{12}}=0,0.2571428571428571,0.9493894577026367,0.9588725566864014,0.4600120186805725,0.10804882408366336,0.9588725566864014,0.013252156786620617,0.022727273404598236,0.3357840383601756
"\partial_{2}^{5}\equivc_{2}(mod\lambda^{5}),","\delta_2^5\equivc_2(\bmod\lambda^5),",0.75,0.9468802809715271,0.953714907169342,0.5186209082603455,0.19690618910449145,0.953714907169342,0.01009458489716053,0.0,0.3027234872259402
\frac{27.3}{8.9}=0.30 \t,\frac{27.3 \text{kr.}}{89}=0.30 \text{kr},0.5142857142857142,0.7660147547721863,0.8276582360267639,0.18866696953773499,0.7175437598972084,0.8276582360267639,0.06723897159099579,0.1428571492433548,0.015474360603151258
m^{2}(\DeltaN_g)=m_{x}^{2}+m_{E}^{2},m^2(\DeltaN_g)=m_{\Sigma}^2+m_E^2,0.391304347826087,0.911403238773346,0.9286875128746033,0.4145512282848358,0.27266265240245957,0.9286875128746033,0.023739421740174294,0.06060606241226196,0.2502887317064051
\frac{1}{\partial_{1}}=\frac{a\prime}{\partiala\prime_{1}},\frac{1}{\delta_1}=\frac{a\prime}{\deltaa\prime_1},0.2727272727272727,0.9036077260971069,0.9262707829475403,0.305765300989151,0.2369186769348224,0.9262707829475403,0.02729029208421707,0.0357142873108387,0.26859798494291937
+r_1r_2\cdottg\frac{\alpha}{2}tg\frac{\beta}{2}],+r_1r_2\cdot \tan\frac{\alpha}{2} \tan\frac{\beta}{2}],0.1935483870967742,0.9310787320137024,0.9478573203086853,0.39618226885795593,0.08384590364130418,0.9478573203086853,0.021252185106277466,0.06896551698446274,0.33181146327005995
m\equiv\frac{x}{a}+\frac{y}{\beta}-1=0,II\equiv\frac{x}{\alpha}+\frac{y}{\beta}-1=0,0.13636363636363635,0.9295802712440491,0.9458184838294983,0.4206683933734894,0.1490272693805796,0.9458184838294983,0.022084278985857964,0.043478261679410934,0.31002083344368525
x_{1}=x_{1}^{\prime}+\lambda_{12}x\prime_{2}+\dots+\lambda\prime_{1n}x\prime_n,x_1=x\prime_1+\lambda_{12}x\prime_2+\dots+\lambda\prime_{1n}x\prime_n,0.3333333333333333,0.9375826120376587,0.9610503315925598,0.14818935096263885,0.09884776923042503,0.9610503315925598,0.017837082967162132,0.022727273404598236,0.3403355702639343
"i=1,\dots,r","i=1,\dots,r",0.0,0.931157112121582,0.9408596754074097,0.6079667806625366,0.17875805249382162,0.9408596754074097,0.016251999884843826,0.0,0.30484064916543524
y(t)=C_C(\beta)x_C(t)+N_C(\beta)d(t),y(t)=C_C(\beta)x_C(t)+N_C(\beta)d(t),0.0,0.9321088194847107,0.951056957244873,0.3115912079811096,0.06875301856816804,0.951056957244873,0.02203935943543911,0.03333333507180214,0.3462549084563216
a_{1}\parallely\parallel^{2}+a_{2}\parallely\prime\parallel^{2}\le\bar{c}+\int_{t_{0}}^{t}(\phi_{1}\parallely\parallel^{2}+\phi_{2}\parallely\prime\parallel^{2})ds_{s},"a_1\parallely\parallel^2+a_2\parallely\prime\parallel^2\le\bar{c}+\int_{t_0}^t(\phi_1\parallely\parallel^2+\phi_2\parallely\prime\parallel^2)ds,",0.42857142857142855,0.9364063143730164,0.9477376937866211,0.42094552516937256,0.1859438245561183,0.9477376937866211,0.01539147924631834,0.03703703731298447,0.2973101402296042
\frac{2f\prime}{f^{\prime}(t)}=\frac{2f_{2}(t)}{f_{1}}\frac{(t)}{f_{1}}+\frac{f^{\prime\prime}(t)f_{1}(t)}{r^{\prime2}(t)},\frac{2f\prime_1(t)}{f\prime(t)}=\frac{2f_2(t)}{f_1(t)}+\frac{f\prime\prime(t)f_1(t)}{f\prime^2(t)},0.5161290322580645,0.9105124473571777,0.9266272783279419,0.37101876735687256,0.25123208689782617,0.9266272783279419,0.022426463663578033,0.024096384644508362,0.26533879964314466
h(\omega|x)=c(x)[1-\frac{2}{N}\sum_{i=1}^{k}\frac{P(\omega_i)}{Q}]^{-\frac{N\prime}{2}+k},h(\omega|x)=c(x)[1-\frac{2}{N}\sum_{i=1}^{k}\frac{P(\omega_i)}{Q}]^{-\frac{N}{2}+k},0.017241379310344827,0.9591702818870544,0.9691649079322815,0.2815881073474884,0.13685528481158643,0.9691649079322815,0.010847894474864006,0.016393441706895828,0.3296451609068989
f(\nabla)=\bar{f}(\nabla)S^{-1}(\nabla),f(\nabla)=\bar{f}(\nabla)S^{-1}(\nabla),0.0,0.9907461404800415,0.9910387992858887,0.8921611905097961,0.04266217997395,0.9910387992858887,0.0005722764763049781,0.0,0.3793506477247755
lim_{t\rightarrow\infty}inff(t)=i_{t\ge0}f(t),\lim_{t\rightarrow\infty}\inff(t)=\inf_{t\ge0}f(t),0.17857142857142858,0.8381192088127136,0.8835078477859497,0.26250702142715454,0.4618296278536036,0.8835078477859497,0.051834240555763245,0.13333334028720856,0.14200461991549676
