text,ground truth,CER,posterior probability,mean sequence probability,min sequence probability,mean sequence entropy,mean sequence probablity with latex check,probability variance,low confidence ratio,combined score
tg2a=\frac{2a_{12}}{a_{11}-a_{22}}.,\tan2a=\frac{2a_{12}}{a_{11}-a_{22}}.,0.09090909090909091,0.9366719722747803,0.9529121518135071,0.30774766206741333,0.1437409590141187,0.9529121518135071,0.018392035737633705,0.03030303120613098,0.31760787087852915
|(I-S_{ry}S_{yu})^{-1}S_{ry}||_{M}<\frac{1}{v_{2}(p)},\parallel(I-S_{ry}S_{yu})^{-1}S_{ry}\parallel_M<\frac{1}{v_2(p)},0.1590909090909091,0.9755576848983765,0.9778130054473877,0.6640129089355469,0.07513978059545288,0.9778130054473877,0.0037412019446492195,0.0,0.3610692899407739
B^{0}=\frac{h_{n}}{h\prime\prime_{n}}-1=\frac{h\prime\prime\prime_{n}}{h\prime\prime_{n}},B^0=\frac{h_n}{h\prime\prime_n}-1=\frac{h\prime\prime\prime_n}{h\prime\prime_n},0.2777777777777778,0.9610465168952942,0.9645046591758728,0.6887231469154358,0.12006504382646159,0.9645046591758728,0.005890583619475365,0.0,0.3377758461397645
"\int_{\mathbf{R}}\omegaz_{k}^{2}dv(z_{1},z_{2},\dots)<\infty","\int_{\mathbf{R}^\infty}z_k^2dv(z_1,z_2,\dots)<\infty",0.36666666666666664,0.9353735446929932,0.9433087110519409,0.5065143704414368,0.22683742629301407,0.9433087110519409,0.012181353755295277,0.0,0.28658851390357076
"\langle\mathcal{T}\delta(u,v);\delta(u,v))=\sum_{n}\sum_{n=r}\sum_{r}\sum_{r}\delta(n-1)\delta(n,q)S(n+p,m-q)=","\langle\overline{T}\delta(u,v);\delta(u,v)\rangle=\sum_n\sum_m\sum_p\sum_q\delta(n-1,m-1)\delta(p,q)S(n+p,m-q)=",0.3389830508474576,0.892837643623352,0.9168058633804321,0.22800315916538239,0.34654547188969065,0.9168058633804321,0.027875296771526337,0.05970149114727974,0.21616385836684066
"\beta:=(\lambda,\phi_1,\dots,\phi_p)^{\Gamma}","\beta:=(\lambda,\phi_1,\dots,\phi_p)^T",0.16666666666666666,0.8967482447624207,0.9153083562850952,0.4274555742740631,0.1705895608432062,0.9153083562850952,0.026331311091780663,0.04545454680919647,0.2887966088149163
+b_{1}t_{1}+b_{2}tt_{1}+b_{3}t^{2}t_{1}+b_{4}t^{3}t_{1}+b_{4}t{t}_{1}+\dots,+b_1t_1+b_2tt_1+b_3t^2t_1+b_4t^3t_1+\dots,0.918918918918919,0.9644610285758972,0.970605731010437,0.4312431812286377,0.11044216237043161,0.970605731010437,0.00840324629098177,0.013698630034923553,0.3413257014490175
Xaop=2\alpha_3,\sphericalangleaop=2\alpha_3,0.6521739130434783,0.9469105005264282,0.9498873949050903,0.7810298800468445,0.23075107456094082,0.9498873949050903,0.005780847743153572,0.0,0.2876545281376598
\Gamma(s)=f_s(s)+f_{NS}(s)=0,\mathbf{f}(s)=\mathbf{f}_S(s)+\mathbf{f}_{NS}(s)=\mathbf{0},0.4,0.9090409278869629,0.9255291819572449,0.47877824306488037,0.1962215675882541,0.9255291819572449,0.02378997392952442,0.03999999910593033,0.2837230459264103
"v_{z}=-\frac{0.19}{lg\frac{z_{j}}{l^{2}}l-\frac{l_{i}26}{|-\frac{l_{i}26}{k_{j}}}\frac{H}{l_{i}26}\frac{H}{L},","v*=-\frac{0,19}{\mathrm{lg}\frac{z_0}{H}}\frac{u_2}{1-\frac{0,26}{\mathrm{lg}\frac{z_0}{H}}\frac{H}{L}},",0.6176470588235294,0.8196077346801758,0.8666784167289734,0.22367992997169495,0.5599960751519772,0.0,0.049468304961919785,0.09090909361839294,0.0
"\delta_1=\frac{V_1}{\delta_1}=\frac{15}{1000}=0,015","\check{s}_1=\frac{V_1}{\check{s}_1}=\frac{15}{1000}=0,015",0.20512820512820512,0.9570647478103638,0.9708698987960815,0.30112823843955994,0.0538435797431319,0.9708698987960815,0.014319735579192638,0.02857142873108387,0.3610962418749631
"k=1,2,\dots,n","k=1,2,\dots,n",0.0,0.9995840787887573,0.9995843768119812,0.997933566570282,0.0038816187488139122,0.9995843768119812,3.87595406436958e-07,0.0,0.39828110322526694
G_{ikh}^{j}=\dot{\partial}_{h}\hat{G}_{ik}^{i}=\dot{\partial}_{h}\dot{\partial}_{k}\partial_{k}\widehat{G}_{i}^{i}=\dot{\partial}_{h}\hat{\partial}_{k}\hat{\partial}_{k}\hat{G}_{k}\hat{\partial}_{k}\hat{G}_{i},\hat{G}_{ikh}^{i}\stackrel{\mathrm{def}}{=}\dot{\partial}_{h}\hat{G}_{ik}^{i}\stackrel{\mathrm{def}}{=}\dot{\partial}_{h}\dot{\partial}_{k}\hat{G}_{i}^{i}\stackrel{\mathrm{def}}{=}\dot{\partial}_{h}\dot{\partial}_{k}\dot{\partial}_{i}\hat{G,0.40476190476190477,0.9233006834983826,0.9351326823234558,0.4761910140514374,0.261762195433055,0.9351326823234558,0.017145736142992973,0.016949152573943138,0.2659583642413717
"p_{i}(X)=\sum_{r=1}^{k}\frac{\partial^{a}a^{n}}{\partialy^{a}\dots\partialy^{a}}H_{i}^{a_{i}\dotsE}\frac{\partial}{\partialy\frac{\eta}{l_{i\dotsb}}}f_{i\dotsk}fork\ge1,","p_k(X)=\sum_{r=1}^k\frac{\partial^ra^n}{\partialy^{\alpha_1}\dots\partialy^{\alpha_r}}H_{i_1\dotsi_k}^{\alpha_1\dots\alpha_r}\frac{\partial}{\partialy_{i_1\dotsi_k}^\eta} \text{for}k\ge1,",0.47474747474747475,0.8573601841926575,0.8872236609458923,0.20338837802410126,0.4602525189747583,0.0,0.03664053976535797,0.05999999865889549,0.0
"k=0,1;\phi^{(4)}(0,0)=\phi^{(4)}(\pi,0)=0,\epsilon\ge0","k=0,1;\phi^{(4)}(0,0)=\phi^{(4)}(\pi,0)=0,\epsilon\ge0",0.0,0.9948294758796692,0.995045006275177,0.8773679733276367,0.023327373855244707,0.995045006275177,0.00040789865306578577,0.0,0.3886870529679729
\delta\frac{\sigma}{h}(\alpha+\betax+\delta\betah)\ge0,\delta\frac{\tau}{h}(\alpha+\betax+\delta\betah)\ge0,0.05,0.9767404198646545,0.9789859056472778,0.7241701483726501,0.07482597770109825,0.9789859056472778,0.003913243766874075,0.0,0.3616639711784718
t>s,t>s,0.0,0.9609791040420532,0.9633864760398865,0.83232182264328,0.11658799082749738,0.9633864760398865,0.005396026186645031,0.0,0.33871939408495566
"R(s,t)=\operatorname*{lim}_{\hat{b}}_{\hat{b},\hat{b}}-\int_{a}^{b}\int_{a}^{b}f(s,\lambda)\overline{f}(t,\overline{{\mu}})\overline{f(t,\mu)}ddF(\lambda,\mu)","R(s,t)=\lim_{ \substack{a,a\prime\rightarrow-\infty\\b,b\prime\rightarrow+\infty}}\int_{a}^{b}\int_{a\prime}^{b\prime}f(s,\lambda)\overline{f(t,\mu)} \text{dd}F(\lambda,\mu)",0.5056179775280899,0.8359459042549133,0.8815005421638489,0.10366278886795044,0.5682575941457851,0.8815005421638489,0.04234566166996956,0.08791209012269974,0.10771476118268555
"u_i=(K_{1i},K_{2i})\tilde{V}_i","u_i=(K_{1i},K_{2i})\tilde{y}_i",0.04,0.9274790287017822,0.9428070783615112,0.38739442825317383,0.19795415528239088,0.9428070783615112,0.019790304824709892,0.03703703731298447,0.29053376176905127
u=Ce^{-bt} \sin(cot+\gamma),u=Ce^{-bt} \sin(\omega_1t+\gamma),0.13636363636363635,0.947364091873169,0.9567522406578064,0.47695115208625793,0.14923738181276802,0.9567522406578064,0.01302791852504015,0.043478261679410934,0.31431029120213316
u=0.5,u=0.5,0.0,0.9699013233184814,0.9721167087554932,0.8188912272453308,0.10776810681090865,0.9721167087554932,0.00457549886777997,0.0,0.34573944077783386
(P_{cm})_{ij}=-p\delta_{ij}+\mu_{sm}(\Deltav_{sm})_{i}+\mu_{vm2}\Thetav_{sm}\delta_{i},(P_{sm})_{ij}=-p\delta_{ij}+\mu_{sm}(\Deltav_{sm})_{ij}+\mu_{sm2}\Thetav_{sm}\delta_{ij},0.0625,0.9574264287948608,0.9705870747566223,0.24659505486488342,0.10662903451361005,0.9705870747566223,0.013469146564602852,0.03125,0.33933321609720496
\beta\prime_2=\sigma^{-2}\beta_2+\sigma^{-1}\chi_{t=2n+1}\gamma_{1}^{i}c_{t}^{2n},\beta_2\prime=\sigma^{-2}\beta_2+\sigma^{-1}\sum_{t=2n+1}^{i}\gamma_1^tc_t^{2n},0.2708333333333333,0.9502875804901123,0.9596361517906189,0.3943130075931549,0.1678721947957465,0.9596361517906189,0.012555190362036228,0.01923076994717121,0.31285942880851475
\rho^{N}=(\rho_{AA}\cup\rho_{BA}\cup\rho_{BB})^{w},\rho^w=(\rho_{AA}\cup\rho_{BA}\cup\rho_{BB})^w,0.17857142857142858,0.9474292993545532,0.9544773101806641,0.5784870386123657,0.1947050495475283,0.9544773101806641,0.010952258482575417,0.0,0.30390890425325434
deg\{\tilde{p}_{ii}(z)\}>deg\{\tilde{p}_{ji}(z)\},deg\{\tilde{p}_{ii}(z)\}>deg\{\tilde{p}_{ji}(z)\},0.0,0.96365886926651,0.9697255492210388,0.5504468083381653,0.09677662688554202,0.9697255492210388,0.008994638919830322,0.0,0.3491795689341987
ab=(x_{1}i+y_{1}j+z_{1}\mathbf{k})(x_{2}\dot{\mathbf{1}}+y_{2}j+z_{2}\mathbf{k}),\mathbf{ab}=(x_1\mathbf{i}+y_1\mathbf{j}+z_1\mathbf{k})(x_2\mathbf{i}+y_2\mathbf{j}+z_2\mathbf{k}),0.44642857142857145,0.9048657417297363,0.9295411109924316,0.26456478238105774,0.30529065667665367,0.9295411109924316,0.0273562204092741,0.049180325120687485,0.23986411670217372
\overline{K}\subset\overline{R}\subset\overline{L},\overline{\mathbf{K}}\subset\overline{\mathbf{R}}\subset\overline{\mathbf{L}}.,0.4166666666666667,0.9130865931510925,0.9233288764953613,0.575992226600647,0.33500152927495036,0.9233288764953613,0.016713228076696396,0.0,0.2353309388881644
d\alpha=2\omega_{21}\omega_{23},d\alpha=2\omega_{21\wedge}\omega_{23},0.058823529411764705,0.9451263546943665,0.9569416046142578,0.4629712402820587,0.20532438446257192,0.9569416046142578,0.015868954360485077,0.0555555559694767,0.289535776866779
S=[\bigcup_{\alpha\inA}P_{\alpha}]\cupM^{*},S=[\bigcup_{\alpha\in\Lambda}P_\alpha]\cupM^*,0.2777777777777778,0.9176383018493652,0.9288508892059326,0.5853156447410583,0.21350144183183475,0.9288508892059326,0.017619973048567772,0.0,0.28613977894963916
d\sigma\prime= \sin\theta\primed\theta\primed\phi\prime,d\sigma\prime= \sin\theta\primed\theta\primed\phi\prime,0.0,0.9574606418609619,0.9655422568321228,0.5443054437637329,0.08861858232750716,0.9655422568321228,0.011994537897408009,0.0,0.35076946980184626
\Sigma\frac{u(a_k)}{f^{\prime}(x_k)}=a_1,\Sigma\frac{\psi(x_k)}{f\prime(x_k)}=\alpha_1,0.2608695652173913,0.8844884037971497,0.9027543663978577,0.41765984892845154,0.29950866201155196,0.9027543663978577,0.025946302339434624,0.0357142873108387,0.23415542429235453
+\frac{\pi}{v^{\Delta}}(3xycos\alpha\prime(-x^{2}+2y^{2}-z^{2}) \cos\beta\prime+3yxcos,+\frac{x}{r^5}(3xy \cos\alpha\prime+(-x^2+2y^2-z^2) \cos\beta\prime+3yz \cos,0.3,0.939224362373352,0.9511757493019104,0.344793438911438,0.15727442234638625,0.9511757493019104,0.015416741371154785,0.017543859779834747,0.31405175882624276
\cos4\alpha=cos^{4}\alpha-6cos^{2}\alpha \sin^{2}\alpha+ \sin^{4}\alpha,\cos4\alpha= \cos^4\alpha-6 \cos^2\alpha \sin^2\alpha+ \sin^4\alpha,0.2631578947368421,0.9265580177307129,0.9385716319084167,0.5250122547149658,0.23974411444170132,0.9385716319084167,0.017716463655233383,0.0,0.2795310069866862
"=\sum_{ki,j+k}^{m-1}(W(t+h,x^{a}(t+h;t,t))-W(t+h,x(t+h;t)))+","=\overline{\lim}_{h\rightarrow0^+}\frac{1}{h}\{W(t+h,x^*(t+h;t,x))-W(t+h,x(t+h;t,x))\}+",0.3870967741935484,0.8696882128715515,0.8977460861206055,0.31452476978302,0.41180056833590356,0.8977460861206055,0.035547297447919846,0.10169491171836853,0.17403922477020706
P_{2-Paar},P_2-Paar,0.25,0.944824755191803,0.9524296522140503,0.6071842908859253,0.14563893162824826,0.9524296522140503,0.012279191985726357,0.0,0.3227162882343208
"\langle0,1\rangle\lex\le\langle1,1\rangle","\langle0,1\rangle\lex\le\langle1,1\rangle",0.0,0.8871979713439941,0.9202633500099182,0.3296355903148651,0.25707779732239544,0.9202633500099182,0.04071081057190895,0.06666667014360428,0.2519408870462883
x=[\begin{array}{cc}{1}&0\\0&0&1\\0&1&1\end{array}],X=[\begin{array}{ccc}1&0&0\\0&0&1\\0&-1&1\end{array}],0.20689655172413793,0.8497538566589355,0.8678745627403259,0.4595417380332947,0.4274030201779245,0.8678745627403259,0.026805801317095757,0.06896551698446274,0.16239551362806806
"Q_{M}=[a_{00}^{T},q_{10}^{T},\dotsa_{M0}^{T},q_{01}^{T},\dots,q_{0k}^{T},\dots,q_{1},\dots,q_{M}^{T}]T","Q_{hk}=[q_{00}^T,q_{10}^T,\dots,q_{h0}^T,q_{01}^T,\dots,q_{0k}^T,\dots,q_{11}^T,\dots,q_{hk}^T]T",0.2875,0.929645299911499,0.9431222081184387,0.3001805245876312,0.22520259334944306,0.9431222081184387,0.016639482229948044,0.022727273404598236,0.2826223912266786
|||||||||||||||||||||||0||||||||||||||||||||||=|=|=||||||||||=||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,\mathbf{V}^{(2)}=\operatorname{Im}[\begin{array}{cccc}0&0&0&1\\1&0&0&0\\0&0&1&0\\0&0&0&-1\\0&1&0&0\\0&0&-1&0\end{array}],3.3733333333333335,0.4829075336456299,0.4972769618034363,0.08004482835531235,2.1970454408990348,0.4972769618034363,0.012434386648237705,0.5882353186607361,-0.7975544553703866
z^{*}(z_{1}-l(x_{1}))\ge\alpha\gez^{*}(z_{2}-l(x_{2})),z^*(z_1-l(x_1))\ge\alpha\gez^*(z_2-l(x_2)),0.36363636363636365,0.9861307144165039,0.986580491065979,0.8847519159317017,0.060208983305935264,0.986580491065979,0.0008652467513456941,0.0,0.37054860310401755
\mathbf{w}.\mathbf{e}_{1}=\int\int\sqrt{\nabla}(\mathbf{v}\cdot\mathbf{dp})\cdot\mathbf{e}_{i}-\int\int(div\mathbf{v}\mathbf{e}_{1}).d\mathbf{p},\mathbf{W}.\mathbf{c_1}=\iint\nabla(\mathbf{v}.d\mathbf{p}).\mathbf{c_1}-\iint(div\mathbf{v}\mathbf{c_1}).d\mathbf{p},0.3870967741935484,0.8814916014671326,0.8995841145515442,0.33772027492523193,0.29901839908594796,0.8995841145515442,0.02463078685104847,0.028985507786273956,0.23442918462898374
"y_v=b^2-\frac{b^{2}\xi^{2}}{a^{2}},","y_v=b^2-\frac{b^2\xi^2}{a^2},",0.2608695652173913,0.9131370782852173,0.9311278462409973,0.39634278416633606,0.08290549613309395,0.9311278462409973,0.02371967025101185,0.06451612710952759,0.3263857146212558
x_1=y_0. \cosx,x_1=y_0\cdot \cos\alpha,0.15384615384615385,0.8670530915260315,0.8852502703666687,0.5195367932319641,0.3330273031186149,0.8852502703666687,0.029078399762511253,0.0,0.22088918689922152
\frac{1}{2}m(v\prime^2-v^2)=h\nu_{rad},\frac{1}{2}m(v\prime^{2}-v^{2})=h\nu_{rad},0.12903225806451613,0.970580518245697,0.9726885557174683,0.7412339448928833,0.08888918190875687,0.9726885557174683,0.003761995816603303,0.0,0.3535197495234846
y=\sqrt{\frac{1}{n}}=\pmb,y=\sqrt{\frac{1}{n}}=\pmb,0.0,0.9755598902702332,0.9773256778717041,0.7715743780136108,0.18798596237174933,0.9773256778717041,0.003226775676012039,0.0,0.31573588619998194
"\frac{dp}{d\phi}=a^{2},","\frac{dp}{d\rho}=a^2,",0.21428571428571427,0.9891152381896973,0.9895588755607605,0.8769904375076294,0.04726946012532886,0.9895588755607605,0.0008677165023982525,0.0,0.37691576617417266
\frac{ \sin}{ \sin \sin+\alpha\prime}{ \sinsa}=0.6882=p;,\frac{ \sin(za+\alpha\prime)}{ \sinza}=0.6882=p;,0.375,0.8711062669754028,0.8966028094291687,0.2805522084236145,0.4387540977155636,0.8966028094291687,0.03208998963236809,0.05000000074505806,0.17313948453643044
"V^{*}(x):=infV(\pi,x),x\inX,","V^*(x):=\inf_{\pi}V(\pi,x),x\inX,",0.32,0.9663639068603516,0.9723172187805176,0.539186418056488,0.07174248604582772,0.9723172187805176,0.008649465627968311,0.0,0.360229893093876
"\hat{S}_{n}=\prod_{i=1}^{n}\hat{b}_i(\sum_{i}(X_{1},X_{2},\dots,X_{i-1})X_{i}.","hat{S}_n=\prod_{i=1}^{n}\hat{\underline{b}}_i(\underline{X}_1,\underline{X}_2,\dots,\underline{X}_{i-1})\underline{X}_i",0.4444444444444444,0.9428514242172241,0.9555479288101196,0.2733508348464966,0.23867641809996998,0.9555479288101196,0.014456217177212238,0.0317460335791111,0.2803993975682377
x\cdot1=1\star(1*x),x\cdot1=1\star(1\starx),0.09090909090909091,0.9282339811325073,0.9406164884567261,0.5168175101280212,0.16159719234251774,0.9406164884567261,0.018546687439084053,0.0,0.31160771844568336
"W_{\Pi}=\frac{1}{32}3,14\cdot0,07^3(20-14)=2,02.10^{-4}m^{3}","W_{II}=\frac{1}{32}3,14.0,07^{3}(20-14)=2,02.10^{-4}m^{3}",0.09433962264150944,0.9502022862434387,0.9615257978439331,0.3392302393913269,0.11067107392238351,0.9615257978439331,0.014265766367316246,0.01923076994717121,0.33649573557918566
"\tilde{J}_{x}^{r+1}E\frac{[x_{r+1}(X,Y)]^{-1}}{J}_{x}^{1}(B,\tilde{J}_{x}^{r}E)","\tilde{J}_x^{r+1}E \xrightarrow{[\kappa_{r+1}(X,Y)]^{-1}}J_x^1(B,\tilde{J}_x^rE)",0.390625,0.9514403343200684,0.9626933932304382,0.25044500827789307,0.13130908481321227,0.9626933932304382,0.012132315896451473,0.014925372786819935,0.3295686488095264
"i_1=1,\dots,k","i_1=1,\dots,k",0.0,0.9357632398605347,0.9449912309646606,0.6183230876922607,0.09936812685653518,0.9449912309646606,0.01571829244494438,0.0,0.3382492416432502
"\int_{0}^{\sigma}E(c)dt\leC([(w_{i},w)_{\partial{\partial}}]|+^{2}|(\nablaw_{i},\nabla\omega)_{B}(T|+|(bw,w)_{\partial}||","\int_0^TE(t)dt\leC(|(w_t,w)_\Omega|_0^T]|+\gamma^2|(\nablaw_t,\nablaw)_\Omega|_0^T|+|(bw,w)_\Omega|_0^T|",0.4927536231884058,0.8350114226341248,0.8688603043556213,0.24762925505638123,0.5690799201954345,0.8688603043556213,0.0409715510904789,0.07792207598686218,0.10432773846670232
u(s)=-F(s)x(s)+Gv(s).,u(s)=-F(s)x(s)+Gv(s),0.05,0.9959849715232849,0.9961082935333252,0.924619734287262,0.024590212285237573,0.9961082935333252,0.0002446859434712678,0.0,0.38860723249923507
B_{1}\equiv\frac{u_{12}}{A_{15}}-\frac{u_{3}}{A_{12}}=0,B_1\equiv\frac{u_2}{A_{13}}-\frac{u_3}{A_{12}}=0,0.22857142857142856,0.9732820391654968,0.9769429564476013,0.5559398531913757,0.07176667712988337,0.9769429564476013,0.005484727211296558,0.0,0.3620705117270872
"\partial_{2}^{5}\equivc_{2}(mod\lambda^{5}),","\delta_2^5\equivc_2(\bmod\lambda^5),",0.75,0.9561823010444641,0.9620281457901001,0.5362268090248108,0.15157219125561433,0.9620281457901001,0.008636080659925938,0.0,0.32418238181379433
\frac{27.3}{8.9}=0.30 \tex,\frac{27.3 \text{kr.}}{89}=0.30 \text{kr},0.45714285714285713,0.8061324954032898,0.8595383167266846,0.21783195436000824,0.6695493796277715,0.8595383167266846,0.054887495934963226,0.08695652335882187,0.05860427016780083
m^{2}(\DeltaN_{g})=m_{x}^{2}+m^{2},m^2(\DeltaN_g)=m_{\Sigma}^2+m_E^2,0.4782608695652174,0.9185314774513245,0.937751293182373,0.36433181166648865,0.15360807723949355,0.937751293182373,0.025306206196546555,0.032258063554763794,0.3072056736661991
\frac{1}{\partial_{1}}=\frac{a\prime}{\partiala\prime_{1}},\frac{1}{\delta_1}=\frac{a\prime}{\deltaa\prime_1},0.2727272727272727,0.9721843600273132,0.9736798405647278,0.808306872844696,0.1116638480055404,0.9736798405647278,0.0027688501868396997,0.0,0.344806397023675
+r_{1}r_{2}\cdottg\frac{\alpha}{2}tg\frac{\beta}{2},+r_1r_2\cdot \tan\frac{\alpha}{2} \tan\frac{\beta}{2}],0.3548387096774194,0.94815993309021,0.9587205648422241,0.47476983070373535,0.09392690286891892,0.9587205648422241,0.0147838294506073,0.03125,0.33966746478932214
\Pi\equiv\frac{x}{\alpha}+\frac{y}{\beta}-1=0,II\equiv\frac{x}{\alpha}+\frac{y}{\beta}-1=0,0.09090909090909091,0.9328069090843201,0.9527990818023682,0.35636454820632935,0.12171161512205478,0.9527990818023682,0.024589844048023224,0.043478261679410934,0.32373933433624313
x_{1}=x\prime_{1}+\lambda_{12}x\prime_{2}+\dots+\lambda\prime_{1n}x\prime_{n},x_1=x\prime_1+\lambda_{12}x\prime_2+\dots+\lambda\prime_{1n}x\prime_n,0.24242424242424243,0.9499422907829285,0.9668775796890259,0.21835298836231232,0.08169556153014038,0.9668775796890259,0.01528994832187891,0.023255813866853714,0.3494216444901835
"i=1,\dots,r","i=1,\dots,r",0.0,0.9176792502403259,0.9355223178863525,0.5026667714118958,0.15353013394324697,0.9355223178863525,0.026806959882378578,0.0,0.31279687357724223
y(t)=C_C(\beta)x_G(t)+N_C(\beta)d(t),y(t)=C_C(\beta)x_C(t)+N_C(\beta)d(t),0.03571428571428571,0.9732529520988464,0.9768072366714478,0.6539307236671448,0.06841514356787479,0.9768072366714478,0.005817851983010769,0.0,0.3633568372414292
a_{1}\parallely\parallel^{2}+a_{2}\parallely\prime\parallel^{2}\le\bar{c}+\int_{t_{0}}^{t}(\phi_{1}\parallely\parallel^{2}+\phi_{2}\parallely\prime|^{1})ds_{s},"a_1\parallely\parallel^2+a_2\parallely\prime\parallel^2\le\bar{c}+\int_{t_0}^t(\phi_1\parallely\parallel^2+\phi_2\parallely\prime\parallel^2)ds,",0.4642857142857143,0.9563804864883423,0.963826060295105,0.4427907168865204,0.13232499556820698,0.963826060295105,0.01014857180416584,0.012345679104328156,0.3301312900698936
\frac{2f\prime}{f^{\prime}(t)}=\frac{2f_{2}(t)}{f_{1}}\frac{(t)}{f_{1}(t)}+\frac{f\prime\prime(t)f_{1}(t)}{r^{\prime2}(t)},\frac{2f\prime_1(t)}{f\prime(t)}=\frac{2f_2(t)}{f_1(t)}+\frac{f\prime\prime(t)f_1(t)}{f\prime^2(t)},0.5,0.9260907769203186,0.9400304555892944,0.41257601976394653,0.18477721848052833,0.9400304555892944,0.019281229004263878,0.024096384644508362,0.2972820179146048
h(\omega|x)=c(x)[1-\frac{2}{N}\sum_{i=1}^{k}\frac{P(\omega_i)}{Q}]^{-\frac{N}{2}+k},h(\omega|x)=c(x)[1-\frac{2}{N}\sum_{i=1}^{k}\frac{P(\omega_i)}{Q}]^{-\frac{N}{2}+k},0.0,0.9776017665863037,0.9828552007675171,0.39911603927612305,0.06870529909114001,0.9828552007675171,0.00623169494792819,0.01666666753590107,0.3623266271633706
f(\nabla)=\bar{f}(\nabla)S^{-1}(\nabla),f(\nabla)=\bar{f}(\nabla)S^{-1}(\nabla),0.0,0.992557942867279,0.9928213953971863,0.8907602429389954,0.033603456954452944,0.9928213953971863,0.0005118217086419463,0.0,0.38368717537709335
\lim_{t\rightarrow\infty}^{}inff(t)=i_{t\ge}t_{2}f(t),\lim_{t\rightarrow\infty}\inff(t)=\inf_{t\ge0}f(t),0.42857142857142855,0.8470687866210938,0.8928521871566772,0.11505626887083054,0.5674253704489484,0.8928521871566772,0.04301050305366516,0.054054055362939835,0.1193599156105036
