text,ground truth,CER,posterior probability,mean sequence probability,min sequence probability,mean sequence entropy,mean sequence probablity with latex check,probability variance,low confidence ratio,combined score
G_{ikh}^{j}=\dot{\partial}_{h}\hat{G}_{ik}^{i}=\dot{\partial}_{h}^{f}\dot{\partial}_{h}\hat{\partial}_{k}\widehat{G}_{i}^{i}=\dot{\partial}_{h}\hat{\partial}_{k}^{f}\dot{\partial}_{k}\hat{\partial}_{k}\hat{G}_{i},\hat{G}_{ikh}^{i}\stackrel{\mathrm{def}}{=}\dot{\partial}_{h}\hat{G}_{ik}^{i}\stackrel{\mathrm{def}}{=}\dot{\partial}_{h}\dot{\partial}_{k}\hat{G}_{i}^{i}\stackrel{\mathrm{def}}{=}\dot{\partial}_{h}\dot{\partial}_{k}\dot{\partial}_{i}\hat{G,0.36507936507936506,0.9190409183502197,0.9330341815948486,0.3868710398674011,0.24794272939663192,0.9330341815948486,0.01904970593750477,0.03305784985423088,0.26742501090844056
p_{i}(X)=\sum_{r=1}^{k}\frac{\partiala^{n}}{\partialy^{n}\dots\partialy^{\alpha}}H_{i}^{n+i\alpha\beta}\frac{\partial}{\partialy\frac{\eta}{l_{i\dotsk}}},"p_k(X)=\sum_{r=1}^k\frac{\partial^ra^n}{\partialy^{\alpha_1}\dots\partialy^{\alpha_r}}H_{i_1\dotsi_k}^{\alpha_1\dots\alpha_r}\frac{\partial}{\partialy_{i_1\dotsi_k}^\eta} \text{for}k\ge1,",0.48484848484848486,0.8651793599128723,0.8936420679092407,0.2824777066707611,0.4686575094044924,0.0,0.03520135581493378,0.08749999850988388,0.0
"k=0,1;\phi^{(4)}(0,0)=\phi^{(4)}(\pi,0)=0,\epsilon\ge0","k=0,1;\phi^{(4)}(0,0)=\phi^{(4)}(\pi,0)=0,\epsilon\ge0",0.0,0.9956472516059875,0.9957547187805176,0.9128612279891968,0.023241728844587656,0.9957547187805176,0.00020841372315771878,0.0,0.389005195974372
\delta\frac{\sigma}{h}(\alpha+\betax+\delta\betah)\ge0,\delta\frac{\tau}{h}(\alpha+\betax+\delta\betah)\ge0,0.05,0.9767682552337646,0.9784454107284546,0.7694116234779358,0.11003371073463443,0.9784454107284546,0.0030555007979273796,0.0,0.34736467999752807
t>s,t>s,0.0,0.9234564304351807,0.9311489462852478,0.70953768491745,0.18915339627387767,0.9311489462852478,0.015757400542497635,0.0,0.2967982200045481
"R(s,t)=\frac{lim}{b;b\prime,b\prime:+\infty}\int_{a}^{b}\int_{a}^{b}f(s,\lambda)\overline{f(t,\mu)ddF(\lambda,\mu)}","R(s,t)=\lim_{ \substack{a,a\prime\rightarrow-\infty\\b,b\prime\rightarrow+\infty}}\int_{a}^{b}\int_{a\prime}^{b\prime}f(s,\lambda)\overline{f(t,\mu)} \text{dd}F(\lambda,\mu)",0.38202247191011235,0.8609874844551086,0.8906581997871399,0.1459144502878189,0.5002539901508064,0.8906581997871399,0.03134177252650261,0.05882352963089943,0.1443969779283535
"u_i=(K_1_i,K_2i)\tilde{V}_i","u_i=(K_{1i},K_{2i})\tilde{y}_i",0.24,0.9145292639732361,0.9235786199569702,0.6312711238861084,0.1636618959783713,0.9235786199569702,0.015184588730335236,0.0,0.3039666895914396
u=Ce^{-bt} \sin(cot+\gamma),u=Ce^{-bt} \sin(\omega_1t+\gamma),0.13636363636363635,0.974067211151123,0.9754258990287781,0.7725446224212646,0.11197969203945604,0.9754258990287781,0.0024536193814128637,0.0,0.3453784827957288
u=0.5,u=0.5,0.0,0.9265716075897217,0.9397909045219421,0.5978673100471497,0.137553492535257,0.9397909045219421,0.0227652620524168,0.0,0.32089496479467405
(P_{cm})_{ij}=-p\delta_{ij}+\mu_{sm}(\Deltav_{sm})_{i}+\mu_{vm2}\ThetaV_{sm}\delta_{i},(P_{sm})_{ij}=-p\delta_{ij}+\mu_{sm}(\Deltav_{sm})_{ij}+\mu_{sm2}\Thetav_{sm}\delta_{ij},0.078125,0.9564139246940613,0.969081461429596,0.24644623696804047,0.12152650503369244,0.969081461429596,0.013216185383498669,0.015625,0.3358969825583614
\beta\prime_2=\sigma^{-2}\beta_2+\sigma^{-1}_{t=2n+1}\gamma_{1}^{t}c_{t}^{2n},\beta_2\prime=\sigma^{-2}\beta_2+\sigma^{-1}\sum_{t=2n+1}^{i}\gamma_1^tc_t^{2n},0.2708333333333333,0.9392045736312866,0.9491438865661621,0.4268461763858795,0.20292494816304502,0.9491438865661621,0.014191856607794762,0.019607843831181526,0.2945660065950106
\rho^{N}=(\rho_{AA}\cup\rho_{BA}\cup\rho_{BB})^{w},\rho^w=(\rho_{AA}\cup\rho_{BA}\cup\rho_{BB})^w,0.17857142857142858,0.9475843906402588,0.953802227973938,0.5953172445297241,0.19137696321610734,0.953802227973938,0.009944028221070766,0.0,0.3049701059031323
deg\{\tilde{p}_{ii}(z)\}>deg\{\tilde{p}_{ji}(z)\},deg\{\tilde{p}_{ii}(z)\}>deg\{\tilde{p}_{ji}(z)\},0.0,0.9716222882270813,0.9745500087738037,0.6287400126457214,0.09727000775969948,0.9745500087738037,0.004716333467513323,0.0,0.35091200040564174
ab=(x_{1}\dot{\mathbf{k}}+y_{1}\dot{\mathbf{j}}+z_{1}\mathbf{k})(x_{2}\dot{\mathbf{1}}+y_{2}\dot{\mathbf{j}}+z_{2}\mathbf{k}),\mathbf{ab}=(x_1\mathbf{i}+y_1\mathbf{j}+z_1\mathbf{k})(x_2\mathbf{i}+y_2\mathbf{j}+z_2\mathbf{k}),0.5178571428571429,0.9198474884033203,0.9356386661529541,0.2842640280723572,0.2605599939850596,0.9356386661529541,0.019695010036230087,0.025316456332802773,0.26496817760059727
\overline{K}\subset\overline{R}\subset\overline{L},\overline{\mathbf{K}}\subset\overline{\mathbf{R}}\subset\overline{\mathbf{L}}.,0.4166666666666667,0.8800808787345886,0.8964744210243225,0.5016735792160034,0.42042030198490465,0.8964744210243225,0.02504906803369522,0.0,0.19042164761576713
d\alpha=2\omega_{21}\omega_{23},d\alpha=2\omega_{21\wedge}\omega_{23},0.058823529411764705,0.9384691119194031,0.9528675079345703,0.4223068952560425,0.23081707089655137,0.9528675079345703,0.018418431282043457,0.0555555559694767,0.27770906362131226
S=[\bigcup_{a\inA}P_{\alpha}]\cupM^{*},S=[\bigcup_{\alpha\in\Lambda}P_\alpha]\cupM^*,0.3333333333333333,0.9132097959518433,0.9233089685440063,0.6066713929176331,0.2515871253917889,0.9233089685440063,0.01664154604077339,0.0,0.268688737260887
d\sigma\prime= \sin\beta\primed\theta\primed\phi\prime,d\sigma\prime= \sin\theta\primed\theta\primed\phi\prime,0.0625,0.9574710726737976,0.967428982257843,0.4982224702835083,0.11696761767838855,0.967428982257843,0.013808486051857471,0.0555555559694767,0.32907343463788646
\Sigma\frac{u}{fr}(\frac{a_k}{x_k})=a_{1},\Sigma\frac{\psi(x_k)}{f\prime(x_k)}=\alpha_1,0.782608695652174,0.8408467173576355,0.8689282536506653,0.41292157769203186,0.4020084654761983,0.8689282536506653,0.03841189667582512,0.10000000894069672,0.1667679134816475
+\frac{\pi}{v^{\Delta}}(3xycos\alpha\prime(-x^{2}+2y^{2}-z^{2}) \cos\beta\prime+3yxcos,+\frac{x}{r^5}(3xy \cos\alpha\prime+(-x^2+2y^2-z^2) \cos\beta\prime+3yz \cos,0.3,0.9568423628807068,0.9627228379249573,0.5319744944572449,0.13625667943454556,0.9627228379249573,0.008809647522866726,0.0,0.3305864633961647
cos4\alpha=cos^{4}\alpha-6 \cos^{2}\alpha \sin^{2}\alpha+sin^{4}\alpha,\cos4\alpha= \cos^4\alpha-6 \cos^2\alpha \sin^2\alpha+ \sin^4\alpha,0.2894736842105263,0.9143879413604736,0.9330744743347168,0.24545377492904663,0.29583901069862706,0.9330744743347168,0.02105051651597023,0.02222222276031971,0.250449740902372
"=\sum_{ki,0+k}^{m-1}(W(t+h,x^{a}(t+h;t,t))-W(t+h,x(t+h;t,t,t)))+","=\overline{\lim}_{h\rightarrow0^+}\frac{1}{h}\{W(t+h,x^*(t+h;t,x))-W(t+h,x(t+h;t,x))\}+",0.4032258064516129,0.8500791192054749,0.884613037109375,0.25126832723617554,0.5410713156730476,0.884613037109375,0.03966106101870537,0.0952381044626236,0.11836906768200627
P_{2-Paar},P_2-Paar,0.25,0.9258085489273071,0.9393450617790222,0.5051136612892151,0.18439607219028176,0.9393450617790222,0.01980782300233841,0.0,0.30197959583549616
"\langle0,1\rangle\lex\le\langle1,1\rangle","\langle0,1\rangle\lex\le\langle1,1\rangle",0.0,0.8571943044662476,0.9056792259216309,0.3188227713108063,0.3379370512305826,0.9056792259216309,0.055530887097120285,0.13333334028720856,0.2004302018189776
x=[\begin{array}{cc}{1}&0\\0&0&1\end{array}],X=[\begin{array}{ccc}1&0&0\\0&0&1\\0&-1&1\end{array}],0.41379310344827586,0.8706647157669067,0.8909034132957458,0.37871670722961426,0.370225896308343,0.8909034132957458,0.02776717022061348,0.043478261679410934,0.19957535445907898
"Q_{M}=[q_{00}^{T},q_{10}^{T},\dotsq_{M0}^{T},q_{01}^{T},\dots,q_{0k}^{T},\dots,q_{11},\dots,q_{M}^{T}]T","Q_{hk}=[q_{00}^T,q_{10}^T,\dots,q_{h0}^T,q_{01}^T,\dots,q_{0k}^T,\dots,q_{11}^T,\dots,q_{hk}^T]T",0.25,0.9466754794120789,0.954639732837677,0.38263702392578125,0.16938717692501087,0.954639732837677,0.010413923300802708,0.02247191034257412,0.30960664029655166
\int_{0}^{0}=\frac{10}{90}|\frac{10}{10-0}-\frac{0}{90}\frac{0}{0}\frac{0}{0}\frac{0}{0}-\frac{0}{0}-0|,\mathbf{V}^{(2)}=\operatorname{Im}[\begin{array}{cccc}0&0&0&1\\1&0&0&0\\0&0&1&0\\0&0&0&-1\\0&1&0&0\\0&0&-1&0\end{array}],0.7733333333333333,0.5635324120521545,0.6631276607513428,0.07749542593955994,1.7804105589850616,0.6631276607513428,0.0901293158531189,0.3243243396282196,-0.5117780272191315
z^{*}(z_{1}-l(x_{1}))\ge\alpha\gez^{*}(z_{2}-l(x_{2})),z^*(z_1-l(x_1))\ge\alpha\gez^*(z_2-l(x_2)),0.36363636363636365,0.9835782051086426,0.9842660427093506,0.8248270153999329,0.0683032193973583,0.9842660427093506,0.001285195117816329,0.0,0.36638512932479694
W.e_{1}=\int\int\nabla(v.dp).e_{i}-\int\int(divve_{i}).dp,\mathbf{W}.\mathbf{c_1}=\iint\nabla(\mathbf{v}.d\mathbf{p}).\mathbf{c_1}-\iint(div\mathbf{v}\mathbf{c_1}).d\mathbf{p},0.5806451612903226,0.8972480893135071,0.9203658699989319,0.30211594700813293,0.294902862052489,0.9203658699989319,0.027729613706469536,0.0714285746216774,0.2358994882542417
"y_v=b^2-\frac{b^{2}\xi^{2}}{a^{2}},","y_v=b^2-\frac{b^2\xi^2}{a^2},",0.2608695652173913,0.9176208972930908,0.9340852499008179,0.38471367955207825,0.07745862552746985,0.9340852499008179,0.022134941071271896,0.032258063554763794,0.3361990370383865
x_{1}=y_{0}. \cosx,x_1=y_0\cdot \cos\alpha,0.46153846153846156,0.9033651947975159,0.9230332970619202,0.3846878111362457,0.26183481102697514,0.9230332970619202,0.02599947713315487,0.05263157933950424,0.2539530785460772
\frac{1}{2}m(v\prime^2-v^2)=h\nu_{rad},\frac{1}{2}m(v\prime^{2}-v^{2})=h\nu_{rad},0.12903225806451613,0.9586083292961121,0.9628279805183411,0.6282848715782166,0.1275606425544924,0.9628279805183411,0.006974714808166027,0.0,0.33410693518553947
y=\sqrt{\frac{1}{n}}=\pmb,y=\sqrt{\frac{1}{n}}=\pmb,0.0,0.953376293182373,0.9620179533958435,0.5343953371047974,0.24722183426638367,0.9620179533958435,0.012608041055500507,0.0,0.2859184476517839
"\frac{dp}{d\phi}=a^{2},","\frac{dp}{d\rho}=a^2,",0.21428571428571427,0.9882767200469971,0.9885815382003784,0.9099150896072388,0.05707212038527763,0.9885815382003784,0.000613730342593044,0.0,0.3726037671260403
\frac{ \sin}{ \sin}(za+\alpha^{\prime})=0.6882=p;,\frac{ \sin(za+\alpha\prime)}{ \sinza}=0.6882=p;,0.46875,0.8629148602485657,0.8862678408622742,0.37534868717193604,0.3322459034180954,0.8862678408622742,0.031387392431497574,0.05714285746216774,0.210180203485238
"V^{*}(x):=infV(\pi,x),x\inX,","V^*(x):=\inf_{\pi}V(\pi,x),x\inX,",0.32,0.968853235244751,0.9755574464797974,0.5089033842086792,0.07391249189134773,0.9755574464797974,0.009239709004759789,0.0,0.3606579818353799
"\hat{S}_{n}=\prod_{i=1}^{n}\hat{b}_{i}(X_{1},X_{2},\dots,X_{i-1})X_{i}.","hat{S}_n=\prod_{i=1}^{n}\hat{\underline{b}}_i(\underline{X}_1,\underline{X}_2,\dots,\underline{X}_{i-1})\underline{X}_i",0.4444444444444444,0.9568724036216736,0.9629929065704346,0.5014353394508362,0.11853565114913314,0.9629929065704346,0.009170731529593468,0.0,0.3377829021685206
x\cdot1=1\star(1*x),x\cdot1=1\star(1\starx),0.09090909090909091,0.9127532243728638,0.9285106062889099,0.4878488779067993,0.18340704873232794,0.9285106062889099,0.0235104039311409,0.07692307978868484,0.2826568070648958
"W_{\Pi}=\frac{1}{32}3,14\cdot0,07^3(20-14)=2,02.10^{-4}m^{3}","W_{II}=\frac{1}{32}3,14.0,07^{3}(20-14)=2,02.10^{-4}m^{3}",0.09433962264150944,0.948951005935669,0.9571073055267334,0.4916706681251526,0.12480221843627358,0.9571073055267334,0.012089259922504425,0.01923076994717121,0.3290758808467497
"\tilde{J}_{x}^{r+1}E\frac{[X_{r+1}(X,Y)]^{-1}}{J}_{x}^{1}(B,\tilde{J}_{x}^{r}E)","\tilde{J}_x^{r+1}E \xrightarrow{[\kappa_{r+1}(X,Y)]^{-1}}J_x^1(B,\tilde{J}_x^rE)",0.390625,0.9426040649414062,0.9548380374908447,0.31214162707328796,0.15600847365657391,0.9548380374908447,0.015095517039299011,0.014925372786819935,0.3165467509763444
"i_{1}=1,\dots,k","i_1=1,\dots,k",0.2222222222222222,0.9231069087982178,0.9381623268127441,0.5077712535858154,0.127293108953626,0.9381623268127441,0.02285345457494259,0.0,0.3243476871436473
"\int_{0}^{T}E(c)dt\leC([(w_{i},w)_{\partial{\partial}}]|+^{2}\{(\nabla\omega_{i},\nabla_{i})_{B}(T)|+|(bw,w)|","\int_0^TE(t)dt\leC(|(w_t,w)_\Omega|_0^T]|+\gamma^2|(\nablaw_t,\nablaw)_\Omega|_0^T|+|(bw,w)_\Omega|_0^T|",0.5797101449275363,0.8482224941253662,0.8762600421905518,0.36030277609825134,0.427095300608595,0.0,0.035820212215185165,0.10526315867900848,0.0
u(s)=-F(s)x(s)+Gv(s).,u(s)=-F(s)x(s)+Gv(s),0.05,0.973105251789093,0.9794409275054932,0.5423965454101562,0.08631142609765637,0.9794409275054932,0.0090792840346694,0.0,0.35725180056313477
B_{1}=\frac{u_{12}}{A_{15}}-\frac{u_{3}}{A_{12}}=0,B_1\equiv\frac{u_2}{A_{13}}-\frac{u_3}{A_{12}}=0,0.2571428571428571,0.9682918787002563,0.973817765712738,0.4754646122455597,0.06744000497892337,0.973817765712738,0.0076356129720807076,0.022727273404598236,0.3580056496126062
"\partial_{2}^{5}_{2}\equivc_{2}(mod\lambda^{5}),","\delta_2^5\equivc_2(\bmod\lambda^5),",1.0,0.9578456878662109,0.961266040802002,0.7011786103248596,0.17570767982931557,0.961266040802002,0.005977236200124025,0.0,0.31422334438907457
"\frac{27,3}{8.1}=0.30 \t",\frac{27.3 \text{kr.}}{89}=0.30 \text{kr},0.5714285714285714,0.808372974395752,0.8663074374198914,0.1263098567724228,0.6165748451430204,0.8663074374198914,0.05201617628335953,0.095238097012043,0.08084541750833982
m^{2}(\DeltaN_{g})=m_{x}^{2}+m^{2},m^2(\DeltaN_g)=m_{\Sigma}^2+m_E^2,0.4782608695652174,0.9207945466041565,0.9375168085098267,0.3974289298057556,0.14959918524770188,0.9375168085098267,0.02296973578631878,0.032258063554763794,0.3087154365938972
\frac{1}{\partial_{1}}=\frac{a\prime}{\partiala\prime_{1}},\frac{1}{\delta_1}=\frac{a\prime}{\deltaa\prime_1},0.2727272727272727,0.9284270405769348,0.9504784345626831,0.25362277030944824,0.1645199123850034,0.9504784345626831,0.022299889475107193,0.0357142873108387,0.30724055140890416
+r_{1}r_{2}\cdottg\frac{\alpha}{2}tg\frac{\beta}{2},+r_1r_2\cdot \tan\frac{\alpha}{2} \tan\frac{\beta}{2}],0.3548387096774194,0.9515810012817383,0.9596601128578186,0.5854786038398743,0.0972855697331525,0.9596601128578186,0.012431719340384007,0.0,0.34494981724986645
m=\frac{x}{a}+\frac{y}{\beta}-1=0,II\equiv\frac{x}{\alpha}+\frac{y}{\beta}-1=0,0.18181818181818182,0.9470476508140564,0.9554900527000427,0.6178498864173889,0.13197118745646247,0.9554900527000427,0.013607128523290157,0.0,0.3294075460974321
x_{1}=x_{1}^{\prime}+\lambda_{12}x\prime_{2}+\dots+\lambda\prime_{1n}x\prime_{n},x_1=x\prime_1+\lambda_{12}x\prime_2+\dots+\lambda\prime_{1n}x\prime_n,0.3939393939393939,0.9797783493995667,0.9812111258506775,0.7313140034675598,0.08008641748136253,0.9812111258506775,0.0024798940867185593,0.0,0.360449883347726
"i=1,\dots,r","i=1,\dots,r",0.0,0.8864700794219971,0.9198981523513794,0.3718065321445465,0.3123912911635737,0.9198981523513794,0.04269912838935852,0.1111111119389534,0.2207805220873316
y(t)=C_C(\beta)x_G(t)+N_C(\beta)d(t),y(t)=C_C(\beta)x_C(t)+N_C(\beta)d(t),0.03571428571428571,0.954167902469635,0.9641404747962952,0.47704845666885376,0.10707257812696097,0.9641404747962952,0.013879168778657913,0.03333333507180214,0.33616049165337325
a_{1}\parallely\parallel^{2}+a_{2}\parallely\prime\parallel^{2}\le\bar{c}+\int_{t_{0}}^{t}(\phi_{1}\parallely\parallel^{2}+\phi_{2}\parallely\prime|^{1})ds_{s},"a_1\parallely\parallel^2+a_2\parallely\prime\parallel^2\le\bar{c}+\int_{t_0}^t(\phi_1\parallely\parallel^2+\phi_2\parallely\prime\parallel^2)ds,",0.4642857142857143,0.9497227668762207,0.9601737856864929,0.29607099294662476,0.1406902701116709,0.9601737856864929,0.012493268586695194,0.02469135820865631,0.32285513458819753
\frac{2f\prime_1}{f\prime\prime(t)}=\frac{2f_2(t)}{f_1}\frac{(t)}{f_1}\frac{(t)}{(t)}+\frac{f\prime\prime(t)f_1(t)}{r^{\prime2}(t)},\frac{2f\prime_1(t)}{f\prime(t)}=\frac{2f_2(t)}{f_1(t)}+\frac{f\prime\prime(t)f_1(t)}{f\prime^2(t)},0.45161290322580644,0.9131004214286804,0.9286548495292664,0.3863326907157898,0.22553096106958573,0.9286548495292664,0.020824125036597252,0.048192769289016724,0.27161100152606893
h(\omega|x)=c(x)[1-\frac{2}{N}\sum_{i=1}^{k}\frac{P(\omega_i)}{Q}]^{-\frac{N}{2}+k},h(\omega|x)=c(x)[1-\frac{2}{N}\sum_{i=1}^{k}\frac{P(\omega_i)}{Q}]^{-\frac{N}{2}+k},0.0,0.9728187322616577,0.9809369444847107,0.30194705724716187,0.10597298770127941,0.9809369444847107,0.00822070799767971,0.01666666753590107,0.3466522492061923
f(\nabla)=\bar{f}(\nabla)S^{-1}(\nabla),f(\nabla)=\bar{f}(\nabla)S^{-1}(\nabla),0.0,0.9898015856742859,0.9903823137283325,0.8407571911811829,0.03912282290116309,0.9903823137283325,0.0010873141000047326,0.0,0.3805037963308678
\lim_{t\rightarrow\infty}^{imf}f(t)=i_{2}^{nf}f(t),\lim_{t\rightarrow\infty}\inff(t)=\inf_{t\ge0}f(t),0.4642857142857143,0.8722009658813477,0.8963763117790222,0.45581790804862976,0.45012241160064587,0.8963763117790222,0.03334101662039757,0.1111111119389534,0.1562793376835599
34^{1}|_{2}m-16^{3}|_{4}m=,34\frac{1}{2}m-16\frac{3}{4}m=?,0.30434782608695654,0.9070460200309753,0.9248025417327881,0.43466824293136597,0.2756323231873315,0.9248025417327881,0.025275370106101036,0.0357142873108387,0.25252522995601495
